symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
TOT,6/18/2015,-0.018,0.007,0.037,-0.006,0.152
TOT,6/19/2015,-0.001,0.017,0.037,-0.006,0.076
TOT,6/22/2015,0.034,0.013,0.037,-0.006,0.538
TOT,6/23/2015,0.044,0.024,0.037,-0.006,0.769
TOT,6/24/2015,0.033,-0.001,0.037,-0.006,0.384
TOT,6/25/2015,0.033,-0.029,0.037,-0.006,0.192
TOT,6/26/2015,0.043,-0.037,0.037,-0.006,0.096
TOT,6/29/2015,-0.033,-0.091,0.037,-0.006,0.548
TOT,6/30/2015,-0.051,0.06,0.037,-0.006,0.274
TOT,7/1/2015,-0.073,-0.025,0.038,-0.006,0.637
TOT,7/2/2015,-0.065,-0.028,0.038,-0.007,0.819
TOT,7/6/2015,-0.098,-0.036,0.038,-0.007,0.909
TOT,7/7/2015,-0.046,0,0.038,-0.007,0.955
TOT,7/8/2015,-0.05,-0.036,0.038,-0.007,0.977
TOT,7/9/2015,-0.014,-0.045,0.038,-0.007,0.989
TOT,7/10/2015,0.023,-0.036,0.038,-0.007,0.494
TOT,7/13/2015,0.036,0.008,0.038,-0.006,0.747
TOT,7/14/2015,0.05,0.027,0.038,-0.006,0.874
TOT,7/15/2015,0.05,0.062,0.038,-0.006,0.937
TOT,7/16/2015,0.04,0.032,0.039,-0.005,0.968
TOT,7/17/2015,-0.007,0.004,0.039,-0.005,0.484
TOT,7/20/2015,0.001,-0.003,0.039,-0.005,0.242
TOT,7/21/2015,-0.011,-0.002,0.039,-0.005,0.621
TOT,7/22/2015,-0.007,0.007,0.038,-0.006,0.311
TOT,7/23/2015,-0.015,0.01,0.038,-0.006,0.155
TOT,7/24/2015,-0.031,0.022,0.038,-0.006,0.078
TOT,7/27/2015,-0.035,0.031,0.038,-0.006,0.039
TOT,7/28/2015,-0.026,0.021,0.038,-0.006,0.019
TOT,7/29/2015,0.002,0.011,0.038,-0.006,0.51
TOT,7/30/2015,0.008,0.031,0.038,-0.006,0.755
TOT,7/31/2015,0.029,0.063,0.038,-0.005,0.877
TOT,8/3/2015,0.026,-0.018,0.038,-0.005,0.439
TOT,8/4/2015,0.012,-0.021,0.038,-0.005,0.219
TOT,8/5/2015,0.001,-0.021,0.038,-0.005,0.11
TOT,8/6/2015,0.008,0.005,0.038,-0.005,0.555
TOT,8/7/2015,0.011,0.61,0.038,-0.005,0.777
TOT,8/10/2015,0.037,0.01,0.038,-0.004,0.889
TOT,8/11/2015,0.044,0.014,0.038,-0.004,0.944
TOT,8/12/2015,0.032,0.024,0.038,-0.004,0.972
TOT,8/13/2015,-0.01,0.572,0.038,-0.004,0.486
TOT,8/14/2015,-0.016,0.013,0.038,-0.004,0.243
TOT,8/17/2015,-0.029,0.002,0.038,-0.004,0.122
TOT,8/18/2015,-0.058,0.008,0.038,-0.004,0.061
TOT,8/19/2015,-0.06,-0.003,0.038,-0.005,0.53
TOT,8/20/2015,-0.045,-0.025,0.038,-0.005,0.765
TOT,8/21/2015,-0.064,-0.035,0.038,-0.005,0.883
TOT,8/24/2015,-0.112,-0.047,0.039,-0.006,0.941
TOT,8/25/2015,-0.116,-0.047,0.04,-0.006,0.971
TOT,8/26/2015,-0.111,-0.049,0.04,-0.007,0.985
TOT,8/27/2015,-0.037,-0.03,0.04,-0.007,0.993
TOT,8/28/2015,0.001,0.001,0.04,-0.007,0.996
TOT,8/31/2015,0.058,0.031,0.04,-0.007,0.998
TOT,9/1/2015,0.06,0.014,0.041,-0.007,0.999
TOT,9/2/2015,0.066,0.016,0.041,-0.006,1
TOT,9/3/2015,0.006,0.023,0.041,-0.006,1
TOT,9/4/2015,-0.044,0.028,0.041,-0.007,0.5
TOT,9/8/2015,-0.025,0.011,0.041,-0.007,0.25
TOT,9/9/2015,-0.017,-0.01,0.041,-0.007,0.625
TOT,9/10/2015,-0.009,-0.018,0.041,-0.006,0.812
TOT,9/11/2015,-0.009,-0.003,0.041,-0.006,0.906
TOT,9/14/2015,0.02,0.023,0.041,-0.006,0.953
TOT,9/15/2015,0.027,0.028,0.041,-0.006,0.977
TOT,9/16/2015,0.062,0.036,0.041,-0.006,0.988
TOT,9/17/2015,0.056,0.021,0.041,-0.006,0.994
TOT,9/18/2015,0.038,0.01,0.041,-0.006,0.997
TOT,9/21/2015,0.026,0.01,0.041,-0.005,0.999
TOT,9/22/2015,-0.03,-0.007,0.041,-0.005,0.999
TOT,9/23/2015,-0.051,-0.019,0.041,-0.006,1
TOT,9/24/2015,-0.05,-0.018,0.042,-0.006,1
TOT,9/25/2015,-0.027,-0.037,0.042,-0.006,1
TOT,9/28/2015,-0.044,-0.049,0.042,-0.006,1
TOT,9/29/2015,0.001,-0.035,0.042,-0.006,0.5
TOT,9/30/2015,0.019,-0.015,0.042,-0.006,0.25
TOT,10/1/2015,0.021,0.011,0.041,-0.006,0.625
TOT,10/2/2015,0.061,0.011,0.042,-0.005,0.812
TOT,10/5/2015,0.115,0.027,0.042,-0.005,0.906
TOT,10/6/2015,0.126,0.025,0.043,-0.004,0.953
TOT,10/7/2015,0.136,0.018,0.043,-0.003,0.977
TOT,10/8/2015,0.134,0.038,0.044,-0.002,0.988
TOT,10/9/2015,0.085,0.022,0.044,-0.002,0.994
TOT,10/12/2015,0.062,0.016,0.044,-0.001,0.997
TOT,10/13/2015,0.02,0.017,0.044,-0.001,0.999
TOT,10/14/2015,0.007,0.008,0.044,0,0.999
TOT,10/15/2015,0.005,0.001,0.044,0,1
TOT,10/16/2015,0.011,-0.002,0.044,0,0.5
TOT,10/19/2015,-0.01,-0.018,0.044,0,0.75
TOT,10/20/2015,-0.009,-0.017,0.044,0,0.875
TOT,10/21/2015,-0.024,-0.023,0.044,-0.001,0.937
TOT,10/22/2015,-0.021,-0.028,0.044,-0.001,0.969
TOT,10/23/2015,-0.031,-0.026,0.044,-0.001,0.984
TOT,10/26/2015,-0.039,-0.022,0.044,-0.001,0.992
TOT,10/27/2015,-0.045,-0.025,0.044,-0.002,0.996
TOT,10/28/2015,-0.036,-0.018,0.044,-0.002,0.998
TOT,10/29/2015,-0.047,-0.026,0.044,-0.002,0.999
TOT,10/30/2015,-0.044,-0.025,0.044,-0.003,1
TOT,11/2/2015,0.015,-0.018,0.044,-0.002,0.5
TOT,11/3/2015,0.051,-0.01,0.044,-0.002,0.25
TOT,11/4/2015,0.034,0.001,0.044,-0.002,0.625
TOT,11/5/2015,0.034,0.007,0.044,-0.002,0.812
TOT,11/6/2015,0.036,0.002,0.044,-0.002,0.906
TOT,11/9/2015,-0.003,-0.007,0.044,-0.002,0.953
TOT,11/10/2015,-0.023,-0.019,0.044,-0.002,0.977
TOT,11/11/2015,-0.022,-0.024,0.044,-0.002,0.988
TOT,11/12/2015,-0.041,-0.018,0.044,-0.002,0.994
TOT,11/13/2015,-0.04,-0.017,0.044,-0.002,0.997
TOT,11/16/2015,-0.009,-0.01,0.044,-0.002,0.999
TOT,11/17/2015,-0.013,-0.007,0.044,-0.002,0.999
TOT,11/18/2015,0.015,0.011,0.044,-0.002,1
TOT,11/19/2015,0.034,0.021,0.044,-0.002,1
TOT,11/20/2015,0.024,0.024,0.044,-0.002,1
TOT,11/23/2015,-0.012,0.028,0.044,-0.002,0.5
TOT,11/24/2015,0.002,0.031,0.044,-0.003,0.75
TOT,11/25/2015,-0.019,0.026,0.044,-0.002,0.375
TOT,11/27/2015,-0.011,0.018,0.043,-0.002,0.187
TOT,11/30/2015,0.004,0.011,0.043,-0.002,0.594
TOT,12/1/2015,0.023,0.001,0.043,-0.002,0.797
TOT,12/2/2015,-0.01,0,0.043,-0.001,0.398
TOT,12/3/2015,-0.014,-0.022,0.043,-0.001,0.699
TOT,12/4/2015,-0.029,-0.005,0.043,-0.001,0.85
TOT,12/7/2015,-0.058,-0.007,0.043,-0.001,0.925
TOT,12/8/2015,-0.073,-0.017,0.043,-0.001,0.962
TOT,12/9/2015,-0.04,-0.015,0.043,-0.001,0.981
TOT,12/10/2015,-0.032,-0.009,0.042,-0.001,0.991
TOT,12/11/2015,-0.049,-0.023,0.042,-0.001,0.995
TOT,12/14/2015,-0.03,-0.013,0.042,-0.001,0.998
TOT,12/15/2015,0,-0.003,0.042,-0.001,0.749
TOT,12/16/2015,-0.005,0.009,0.042,-0.001,0.374
TOT,12/17/2015,-0.036,0.007,0.042,-0.001,0.187
TOT,12/18/2015,-0.013,0.024,0.042,-0.002,0.094
TOT,12/21/2015,-0.002,0.022,0.041,-0.002,0.047
TOT,12/22/2015,-0.022,0.013,0.041,-0.002,0.023
TOT,12/23/2015,0.01,0.011,0.041,-0.002,0.512
TOT,12/24/2015,0.032,0.018,0.041,-0.002,0.756
TOT,12/28/2015,0.023,0.019,0.041,-0.002,0.878
TOT,12/29/2015,0.029,0.026,0.041,-0.001,0.939
TOT,12/30/2015,0.015,0.013,0.041,-0.001,0.969
TOT,12/31/2015,-0.028,-0.007,0.041,-0.001,0.985
TOT,1/4/2016,-0.034,-0.03,0.04,-0.001,0.992
TOT,1/5/2016,-0.044,-0.041,0.04,-0.001,0.996
TOT,1/6/2016,-0.072,-0.044,0.04,-0.001,0.998
TOT,1/7/2016,-0.081,-0.048,0.041,-0.001,0.999
TOT,1/8/2016,-0.102,-0.049,0.041,-0.001,1
TOT,1/11/2016,-0.084,-0.031,0.041,-0.002,1
TOT,1/12/2016,-0.06,-0.025,0.042,-0.002,1
TOT,1/13/2016,-0.054,-0.006,0.042,-0.002,1
TOT,1/14/2016,0.029,0.013,0.042,-0.002,1
TOT,1/15/2016,0.014,0.013,0.042,-0.002,1
TOT,1/19/2016,0.022,0.016,0.041,-0.002,1
TOT,1/20/2016,-0.017,0.027,0.041,-0.003,0.5
TOT,1/21/2016,0.014,0.026,0.041,-0.003,0.75
TOT,1/22/2016,-0.001,0.015,0.041,-0.003,0.375
TOT,1/25/2016,0.004,0.025,0.041,-0.003,0.687
TOT,1/26/2016,0.032,0.025,0.041,-0.003,0.844
TOT,1/27/2016,0.073,0.045,0.041,-0.003,0.922
TOT,1/28/2016,0.072,0.041,0.041,-0.002,0.961
TOT,1/29/2016,0.035,0.036,0.042,-0.002,0.98
TOT,2/1/2016,0.054,0.018,0.042,-0.002,0.99
TOT,2/2/2016,-0.036,0.021,0.041,-0.003,0.495
TOT,2/3/2016,-0.004,0.022,0.041,-0.003,0.248
TOT,2/4/2016,-0.003,0.008,0.041,-0.003,0.124
TOT,2/5/2016,-0.019,-0.007,0.041,-0.003,0.562
TOT,2/8/2016,-0.019,-0.019,0.041,-0.003,0.781
TOT,2/9/2016,-0.003,-0.009,0.041,-0.003,0.89
TOT,2/10/2016,-0.052,-0.001,0.041,-0.003,0.945
TOT,2/11/2016,-0.078,-0.012,0.041,-0.004,0.973
TOT,2/12/2016,-0.011,-0.009,0.041,-0.004,0.986
TOT,2/16/2016,-0.004,-0.001,0.041,-0.004,0.993
TOT,2/17/2016,0.057,0.022,0.042,-0.004,0.997
TOT,2/18/2016,0.073,0.028,0.042,-0.003,0.998
TOT,2/19/2016,0.093,0.039,0.042,-0.003,0.999
TOT,2/22/2016,0.055,0.032,0.042,-0.002,1
TOT,2/23/2016,0.027,0.014,0.042,-0.002,1
TOT,2/24/2016,0.002,0.014,0.042,-0.002,1
TOT,2/25/2016,0.008,0.016,0.042,-0.002,1
TOT,2/26/2016,0.002,0.002,0.042,-0.002,1
TOT,2/29/2016,-0.016,-0.006,0.042,-0.002,1
TOT,3/1/2016,0.039,0.023,0.043,-0.002,1
TOT,3/2/2016,0.045,0.026,0.043,-0.002,1
TOT,3/3/2016,0.045,0.029,0.043,-0.001,1
TOT,3/4/2016,0.057,0.014,0.043,-0.001,1
TOT,3/7/2016,0.055,0.037,0.042,0,1
TOT,3/8/2016,0.015,0.054,0.042,0,1
TOT,3/9/2016,0.013,0.045,0.042,0,1
TOT,3/10/2016,-0.016,0.028,0.041,0.001,0.5
TOT,3/11/2016,0.005,0.011,0.041,0.001,0.75
TOT,3/14/2016,-0.002,-0.004,0.041,0.001,0.875
TOT,3/15/2016,0.002,0.017,0.041,0.001,0.937
TOT,3/16/2016,0.013,0.009,0.041,0.001,0.969
TOT,3/17/2016,0.053,0.01,0.041,0.001,0.984
TOT,3/18/2016,0.019,0.003,0.041,0,0.992
TOT,3/21/2016,0.006,0.008,0.04,0,0.996
TOT,3/22/2016,0.013,0.027,0.04,0,0.998
TOT,3/23/2016,-0.021,-0.003,0.04,0,0.999
TOT,3/24/2016,-0.048,-0.04,0.04,-0.001,1
TOT,3/28/2016,-0.059,-0.037,0.041,-0.001,1
TOT,3/29/2016,-0.024,-0.029,0.041,-0.001,1
TOT,3/30/2016,0.001,-0.03,0.041,-0.001,0.5
TOT,3/31/2016,-0.002,-0.032,0.04,-0.001,0.75
TOT,4/1/2016,-0.024,0.012,0.041,-0.001,0.375
TOT,4/4/2016,-0.015,0.008,0.041,-0.001,0.187
TOT,4/5/2016,-0.039,0.015,0.041,-0.001,0.094
TOT,4/6/2016,-0.034,0.008,0.041,-0.001,0.047
TOT,4/7/2016,-0.029,0.002,0.041,-0.001,0.023
TOT,4/8/2016,0.028,0.012,0.041,-0.001,0.512
TOT,4/11/2016,0.026,0.008,0.041,-0.001,0.756
TOT,4/12/2016,0.068,0.01,0.041,-0.001,0.878
TOT,4/13/2016,0.069,0.008,0.041,-0.001,0.939
TOT,4/14/2016,0.094,0.03,0.041,-0.001,0.969
TOT,4/15/2016,0.052,0.036,0.041,-0.001,0.985
TOT,4/18/2016,0.047,0.02,0.042,-0.001,0.992
TOT,4/19/2016,0.046,0.016,0.042,0,0.996
TOT,4/20/2016,0.03,-0.003,0.042,0,0.498
TOT,4/21/2016,0.013,-0.008,0.042,0,0.249
TOT,4/22/2016,0.031,-0.007,0.042,0,0.125
TOT,4/25/2016,0.028,0.013,0.042,0,0.562
TOT,4/26/2016,0.015,-0.011,0.042,0,0.281
TOT,4/27/2016,0.032,-0.021,0.042,0,0.141
TOT,4/28/2016,0.028,-0.039,0.041,0,0.07
TOT,4/29/2016,0.026,-0.048,0.042,0,0.035
AMGN,1/2/2015,-0.005,-0.023,0.033,0.007,0.756
AMGN,1/5/2015,-0.034,-0.039,0.033,0.007,0.878
AMGN,1/6/2015,-0.063,-0.026,0.033,0.007,0.939
AMGN,1/7/2015,-0.015,-0.023,0.033,0.007,0.969
AMGN,1/8/2015,-0.01,-0.029,0.033,0.006,0.985
AMGN,1/9/2015,-0.026,-0.028,0.033,0.006,0.992
AMGN,1/12/2015,-0.011,-0.004,0.033,0.006,0.996
AMGN,1/13/2015,0.015,-0.001,0.033,0.006,0.498
AMGN,1/14/2015,-0.02,-0.011,0.033,0.006,0.749
AMGN,1/15/2015,-0.037,-0.007,0.033,0.006,0.875
AMGN,1/16/2015,0.017,0,0.033,0.006,0.937
AMGN,1/20/2015,0.009,-0.003,0.033,0.006,0.469
AMGN,1/21/2015,0.014,-0.001,0.033,0.005,0.234
AMGN,1/22/2015,0.028,0.012,0.033,0.006,0.617
AMGN,1/23/2015,0.051,0.012,0.033,0.006,0.809
AMGN,1/26/2015,0.008,-0.007,0.033,0.006,0.404
AMGN,1/27/2015,0.008,-0.003,0.033,0.006,0.202
AMGN,1/28/2015,-0.018,-0.013,0.033,0.006,0.601
AMGN,1/29/2015,-0.02,-0.024,0.033,0.006,0.801
AMGN,1/30/2015,-0.048,-0.023,0.033,0.006,0.9
AMGN,2/2/2015,-0.046,-0.055,0.033,0.006,0.95
AMGN,2/3/2015,-0.043,-0.048,0.033,0.006,0.975
AMGN,2/4/2015,-0.021,-0.032,0.033,0.006,0.988
AMGN,2/5/2015,-0.019,-0.032,0.033,0.006,0.994
AMGN,2/6/2015,-0.006,-0.009,0.033,0.006,0.997
AMGN,2/9/2015,-0.016,-0.003,0.033,0.005,0.998
AMGN,2/10/2015,0.007,-0.003,0.033,0.005,0.499
AMGN,2/11/2015,0.016,0.006,0.032,0.005,0.75
AMGN,2/12/2015,0.004,0.007,0.032,0.005,0.875
AMGN,2/13/2015,0.019,0.009,0.032,0.005,0.937
AMGN,2/17/2015,0.033,0.018,0.032,0.005,0.969
AMGN,2/18/2015,0.021,0.008,0.032,0.005,0.984
AMGN,2/19/2015,0.019,0.004,0.032,0.005,0.992
AMGN,2/20/2015,0.029,0.008,0.032,0.005,0.996
AMGN,2/23/2015,0.032,0.008,0.032,0.005,0.998
AMGN,2/24/2015,0.02,0.011,0.032,0.005,0.999
AMGN,2/25/2015,0.015,0.006,0.032,0.005,1
AMGN,2/26/2015,0.019,0.004,0.032,0.005,1
AMGN,2/27/2015,0,-0.002,0.032,0.005,0.75
AMGN,3/2/2015,0.008,0.003,0.032,0.005,0.875
AMGN,3/3/2015,0.008,-0.008,0.032,0.005,0.437
AMGN,3/4/2015,0.007,0.001,0.032,0.005,0.719
AMGN,3/5/2015,0.004,-0.002,0.032,0.005,0.359
AMGN,3/6/2015,-0.018,0.005,0.032,0.005,0.18
AMGN,3/9/2015,-0.029,0.004,0.032,0.005,0.09
AMGN,3/10/2015,-0.032,0.01,0.032,0.005,0.045
AMGN,3/11/2015,-0.042,-0.004,0.033,0.005,0.522
AMGN,3/12/2015,-0.034,-0.001,0.033,0.005,0.761
AMGN,3/13/2015,-0.004,0.013,0.033,0.005,0.381
AMGN,3/16/2015,0.05,0.015,0.033,0.005,0.69
AMGN,3/17/2015,0.06,0.031,0.033,0.005,0.845
AMGN,3/18/2015,0.087,0.017,0.033,0.005,0.923
AMGN,3/19/2015,0.092,0.017,0.034,0.006,0.961
AMGN,3/20/2015,0.098,0.019,0.034,0.006,0.981
AMGN,3/23/2015,0.021,-0.006,0.034,0.006,0.49
AMGN,3/24/2015,0.018,-0.009,0.034,0.007,0.245
AMGN,3/25/2015,-0.036,-0.018,0.034,0.007,0.623
AMGN,3/26/2015,-0.052,-0.008,0.034,0.007,0.811
AMGN,3/27/2015,-0.045,-0.015,0.034,0.006,0.906
AMGN,3/30/2015,-0.014,0,0.034,0.006,0.453
AMGN,3/31/2015,-0.038,-0.015,0.034,0.006,0.726
AMGN,4/1/2015,-0.022,-0.018,0.034,0.006,0.863
AMGN,4/2/2015,-0.03,-0.028,0.034,0.006,0.932
AMGN,4/6/2015,-0.046,-0.023,0.034,0.005,0.966
AMGN,4/7/2015,-0.044,-0.018,0.034,0.006,0.983
AMGN,4/8/2015,0.003,-0.002,0.034,0.006,0.491
AMGN,4/9/2015,0.028,0.01,0.033,0.006,0.746
AMGN,4/10/2015,0.047,0.017,0.033,0.007,0.873
AMGN,4/13/2015,0.045,0.023,0.033,0.007,0.936
AMGN,4/14/2015,0.033,0.018,0.033,0.007,0.968
AMGN,4/15/2015,0.032,0.014,0.033,0.008,0.984
AMGN,4/16/2015,0.033,0.011,0.033,0.008,0.992
AMGN,4/17/2015,0.001,0,0.033,0.007,0.996
AMGN,4/20/2015,0.021,0,0.033,0.007,0.498
AMGN,4/21/2015,0.036,0.003,0.033,0.008,0.749
AMGN,4/22/2015,0.022,-0.002,0.033,0.008,0.375
AMGN,4/23/2015,0.014,-0.003,0.033,0.008,0.187
AMGN,4/24/2015,0.026,0.002,0.033,0.008,0.594
AMGN,4/27/2015,-0.022,-0.015,0.032,0.008,0.797
AMGN,4/28/2015,-0.036,-0.001,0.032,0.008,0.898
AMGN,4/29/2015,-0.049,-0.009,0.033,0.008,0.949
AMGN,4/30/2015,-0.069,-0.009,0.033,0.008,0.975
AMGN,5/1/2015,-0.046,-0.001,0.033,0.008,0.987
AMGN,5/4/2015,-0.002,-0.002,0.033,0.008,0.994
AMGN,5/5/2015,-0.019,-0.007,0.033,0.007,0.997
AMGN,5/6/2015,-0.013,-0.005,0.033,0.007,0.998
AMGN,5/7/2015,0,0.004,0.033,0.007,0.749
AMGN,5/8/2015,0.012,-0.006,0.033,0.008,0.375
AMGN,5/11/2015,-0.007,-0.007,0.033,0.008,0.687
AMGN,5/12/2015,-0.003,0.007,0.033,0.008,0.344
AMGN,5/13/2015,0.001,0.011,0.033,0.008,0.672
AMGN,5/14/2015,0.03,0.018,0.033,0.008,0.836
AMGN,5/15/2015,0.005,0.005,0.033,0.008,0.918
AMGN,5/18/2015,0.02,0.009,0.033,0.008,0.959
AMGN,5/19/2015,0.033,0.014,0.033,0.008,0.979
AMGN,5/20/2015,0.035,0.01,0.033,0.008,0.99
AMGN,5/21/2015,0.011,-0.011,0.033,0.008,0.495
AMGN,5/22/2015,0.007,-0.013,0.033,0.008,0.247
AMGN,5/26/2015,-0.027,-0.019,0.033,0.007,0.624
AMGN,5/27/2015,-0.019,-0.024,0.033,0.007,0.812
AMGN,5/28/2015,-0.041,-0.019,0.033,0.007,0.906
AMGN,5/29/2015,-0.047,-0.017,0.034,0.007,0.953
AMGN,6/1/2015,-0.041,-0.035,0.034,0.007,0.976
AMGN,6/2/2015,-0.016,-0.021,0.034,0.006,0.988
AMGN,6/3/2015,-0.021,-0.026,0.034,0.006,0.994
AMGN,6/4/2015,0.005,-0.012,0.034,0.006,0.497
AMGN,6/5/2015,0.006,0.006,0.034,0.006,0.749
AMGN,6/8/2015,-0.004,-0.002,0.034,0.006,0.874
AMGN,6/9/2015,-0.011,0,0.034,0.006,0.937
AMGN,6/10/2015,-0.01,0,0.034,0.006,0.969
AMGN,6/11/2015,-0.001,-0.004,0.034,0.006,0.984
AMGN,6/12/2015,-0.007,-0.002,0.034,0.006,0.992
AMGN,6/15/2015,-0.002,0.004,0.034,0.006,0.496
AMGN,6/16/2015,0.009,0.01,0.034,0.006,0.748
AMGN,6/17/2015,0.001,0.009,0.034,0.006,0.874
AMGN,6/18/2015,0.014,0.004,0.034,0.006,0.937
AMGN,6/19/2015,0.029,0.006,0.034,0.006,0.969
AMGN,6/22/2015,0.038,0.012,0.034,0.006,0.984
AMGN,6/23/2015,0.034,0.006,0.034,0.006,0.992
AMGN,6/24/2015,0.027,0.009,0.034,0.006,0.996
AMGN,6/25/2015,-0.009,0.007,0.034,0.006,0.498
AMGN,6/26/2015,-0.017,-0.002,0.034,0.006,0.749
AMGN,6/29/2015,-0.068,-0.012,0.034,0.006,0.875
AMGN,6/30/2015,-0.052,-0.007,0.034,0.006,0.937
AMGN,7/1/2015,-0.031,-0.015,0.034,0.005,0.969
AMGN,7/2/2015,-0.035,-0.019,0.034,0.005,0.984
AMGN,7/6/2015,-0.023,-0.016,0.034,0.005,0.992
AMGN,7/7/2015,0.025,-0.005,0.034,0.005,0.496
AMGN,7/8/2015,-0.008,-0.009,0.034,0.005,0.748
AMGN,7/9/2015,-0.024,-0.011,0.034,0.005,0.874
AMGN,7/10/2015,0.005,-0.008,0.034,0.005,0.437
AMGN,7/13/2015,0.008,-0.003,0.034,0.006,0.219
AMGN,7/14/2015,0.025,0.001,0.034,0.006,0.609
AMGN,7/15/2015,0.052,0.014,0.034,0.006,0.805
AMGN,7/16/2015,0.075,0.016,0.035,0.006,0.902
AMGN,7/17/2015,0.058,0.023,0.035,0.007,0.951
AMGN,7/20/2015,0.054,0.008,0.035,0.007,0.976
AMGN,7/21/2015,0.027,0.004,0.035,0.007,0.988
AMGN,7/22/2015,0.023,0.008,0.035,0.006,0.994
AMGN,7/23/2015,0.006,0.005,0.035,0.006,0.997
AMGN,7/24/2015,-0.029,0.005,0.035,0.006,0.498
AMGN,7/27/2015,0.007,-0.003,0.035,0.006,0.249
AMGN,7/28/2015,0.054,-0.007,0.035,0.006,0.125
AMGN,7/29/2015,0.043,-0.019,0.035,0.006,0.062
AMGN,7/30/2015,0.045,-0.023,0.035,0.006,0.031
AMGN,7/31/2015,0.108,-0.018,0.035,0.006,0.016
AMGN,8/3/2015,0.059,0.006,0.035,0.006,0.508
AMGN,8/4/2015,0.012,0.009,0.035,0.007,0.754
AMGN,8/5/2015,0.029,0.009,0.035,0.007,0.877
AMGN,8/6/2015,-0.012,0.02,0.035,0.007,0.438
AMGN,8/7/2015,-0.025,0.016,0.035,0.007,0.219
AMGN,8/10/2015,-0.029,0.027,0.035,0.007,0.11
AMGN,8/11/2015,-0.036,0.026,0.035,0.006,0.055
AMGN,8/12/2015,-0.034,0.025,0.035,0.006,0.027
AMGN,8/13/2015,-0.002,0.09,0.035,0.006,0.014
AMGN,8/14/2015,-0.022,0.011,0.035,0.006,0.007
AMGN,8/17/2015,0,0.001,0.035,0.005,0.253
AMGN,8/18/2015,0,0.004,0.035,0.005,0.377
AMGN,8/19/2015,-0.019,-0.004,0.035,0.005,0.688
AMGN,8/20/2015,-0.045,-0.005,0.035,0.005,0.844
AMGN,8/21/2015,-0.078,-0.013,0.036,0.005,0.922
AMGN,8/24/2015,-0.14,-0.021,0.037,0.004,0.961
AMGN,8/25/2015,-0.144,-0.023,0.038,0.003,0.981
AMGN,8/26/2015,-0.079,-0.016,0.038,0.003,0.99
AMGN,8/27/2015,-0.034,-0.015,0.038,0.002,0.995
AMGN,8/28/2015,0.005,-0.009,0.038,0.002,0.498
AMGN,8/31/2015,0.028,0.021,0.038,0.002,0.749
AMGN,9/1/2015,0.016,-0.02,0.038,0.002,0.374
AMGN,9/2/2015,-0.011,0.004,0.038,0.002,0.187
AMGN,9/3/2015,-0.043,-0.019,0.038,0.002,0.594
AMGN,9/4/2015,-0.059,-0.016,0.038,0.002,0.797
AMGN,9/8/2015,0.018,-0.009,0.038,0.002,0.398
AMGN,9/9/2015,0.024,0.003,0.038,0.002,0.699
AMGN,9/10/2015,0.006,-0.006,0.038,0.002,0.35
AMGN,9/11/2015,0.026,-0.003,0.038,0.002,0.175
AMGN,9/14/2015,0.027,0.028,0.038,0.002,0.587
AMGN,9/15/2015,-0.016,-0.031,0.038,0.002,0.794
AMGN,9/16/2015,0.001,-0.018,0.038,0.002,0.397
AMGN,9/17/2015,0.005,-0.008,0.038,0.002,0.198
AMGN,9/18/2015,-0.017,-0.008,0.038,0.002,0.599
AMGN,9/21/2015,-0.026,-0.008,0.038,0.002,0.8
AMGN,9/22/2015,-0.042,0,0.038,0.001,0.9
AMGN,9/23/2015,-0.037,0.006,0.039,0.001,0.45
AMGN,9/24/2015,-0.07,-0.026,0.039,0.001,0.725
AMGN,9/25/2015,-0.083,0.005,0.039,0.001,0.362
AMGN,9/28/2015,-0.106,0.023,0.04,0,0.181
AMGN,9/29/2015,-0.087,0.049,0.04,0,0.091
AMGN,9/30/2015,-0.053,0.042,0.04,0,0.045
AMGN,10/1/2015,-0.023,-0.032,0.04,0,0.523
AMGN,10/2/2015,0.028,-0.015,0.04,0,0.261
AMGN,10/5/2015,0.084,0.015,0.041,0.001,0.631
AMGN,10/6/2015,0.054,0.061,0.041,0.001,0.815
AMGN,10/7/2015,0.069,0.022,0.041,0.001,0.908
AMGN,10/8/2015,0.067,0.032,0.041,0.001,0.954
AMGN,10/9/2015,0.049,0.016,0.041,0.002,0.977
AMGN,10/12/2015,0.062,0.001,0.041,0.002,0.988
AMGN,10/13/2015,0.044,0.008,0.041,0.003,0.994
AMGN,10/14/2015,-0.002,-0.001,0.041,0.003,0.997
AMGN,10/15/2015,0.017,-0.002,0.041,0.003,0.499
AMGN,10/16/2015,0.02,-0.003,0.041,0.003,0.249
AMGN,10/19/2015,0.009,-0.001,0.041,0.003,0.125
AMGN,10/20/2015,0.019,-0.006,0.04,0.002,0.062
AMGN,10/21/2015,0.015,-0.014,0.039,0.002,0.031
AMGN,10/22/2015,-0.002,0.001,0.039,0.001,0.016
AMGN,10/23/2015,0.02,-0.002,0.039,0.001,0.008
AMGN,10/26/2015,0.026,0.001,0.038,0.001,0.504
AMGN,10/27/2015,0.074,0.001,0.038,0.001,0.752
AMGN,10/28/2015,0.08,0.015,0.038,0.001,0.876
AMGN,10/29/2015,0.053,0.009,0.038,0.001,0.938
AMGN,10/30/2015,0.015,0.012,0.037,0,0.969
